product_name,product_date,product_group,product_comments,product_votes,product_merchant
5 hot wings za 5 złotych we wtorki w KFC,mar 24.,"['Restauracje', 'Kultura i rozrywka', 'Pozostałe oferty', 'Artykuły spożywcze']",23,0,None
Kupon -4$/5$ dla nowych klientów AliExpress,mar 24.,"['Podróże', 'Zdrowie i uroda', 'Rodzina i dzieci', 'Kultura i rozrywka', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Gaming', 'Telefony i smartfony', 'Artykuły spożywcze', 'Komputery i tablety', 'Moda', 'Elektronika']",29,0,None
Pistacje 1kg w Auchan,mar 23.,"['Artykuły spożywcze', 'Hity z marketów']",13,0,None
Flip n Win,mar 23.,"['Windows', 'Systemy operacyjne', 'Pozostałe oferty']",16,0,None
Perfumy Calvin Klein in2U 100ml taniej niż gdziekolwiek! Super cena na perfumy w Biedronce do -85%,Zaktualizowano mar 23. (Opublikowano sty 22.),"['Calvin Klein', 'Prezentowe inspiracje', 'Perfumy', 'Zdrowie i uroda']",81,0,None
HP 15 Ryzen 5-2500U/16GB/256/Win10 + drukarka gratis,mar 23.,"['Drukarki', 'Laptopy', 'Akcesoria komputerowe', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",88,0,None
Odkurzacz Alfawise AR182BLDC 18kPa Powerful Cordless Stick Vacuum Cleaner - White,mar 23.,"['Odkurzacze', 'AGD', 'Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Ogród i majsterkowanie']",15,0,None
Lidl | Farba Baufix Pastell Color 5L,mar 23.,"['Akcesoria dla domu', 'Dom i mieszkanie', 'Pozostałe oferty', 'Hity z marketów']",15,0,None
Desperados 580ml @Biedronka,mar 23.,"['Piwo', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",27,0,None
Karma sucha dla psa Puffy - Biedronka - błąd cenowy 3za1. W regulaminie jest 3za2.,mar 23.,"['Artykuły dla zwierząt', 'Błąd cenowy', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",46,0,None
Zestaw audio Focusrite Scarlett Solo Studio interfejs + mikrofon + słuchawki amazon.co.uk,mar 22.,"['Słuchawki', 'Audio i HiFi', 'Komputery i tablety', 'Elektronika']",21,0,None
Buckshee  - DARMOWY MOBILNY INTERNET / TRANSFER INTERNETOWY,mar 22.,"['Podróże', 'Za darmo', 'Rodzina i dzieci', 'Kultura i rozrywka', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Gaming', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",44,0,None
Piwo Corona Extra Biedronka,mar 22.,"['Grill', 'Alkohole', 'Piwo', 'Ogród', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",11,0,None
Xiaomi Mi Box 3 - ponownie z Polski,Zaktualizowano mar 22. (Opublikowano lut 11.),"['TV i wideo', 'Smartfony', 'Xiaomi', 'Gaming', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",288,0,None
Aliexpress - wyprzedaż jubileuszowa,mar 22.,"['Kultura i rozrywka', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Gaming', 'Telefony i smartfony', 'Komputery i tablety', 'Moda', 'Elektronika']",27,0,None
40% zniżki na 10 przejazdów Uberem (Mastercard),mar 22.,"['Podróże', 'Pozostałe oferty']",30,0,None
BOLT -20zł na pierwszy przejazd z kodem RZESZOW (lokalna),mar 22.,"['Podróże', 'Pozostałe oferty']",6,0,None
Walizka materiałowa 4 kółka koloru turkusowa z sklepu Tesco,mar 21.,"['Walizki', 'Bagaż', 'Akcesoria modowe', 'Podróże', 'Hity z marketów']",40,0,None
"LIDL - 2 opakowania mleka 600g HIPP BIO Combiotik 2, Junior Combiotik 3 i 4",mar 21.,"['Rodzina i dzieci', 'Hity z marketów']",1,0,None
5l Sok tłoczony Sady Wincenta NFC w Kaufland. Różne rodzaje,Zaktualizowano mar 21. (Opublikowano sty 22.),['Artykuły spożywcze'],68,0,None
Szczoteczka soniczna Xiaomi Oclean ONE z Polski,mar 21.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Xiaomi', 'Ogród i majsterkowanie', 'Pozostałe oferty']",105,0,None
Aliexpress -4 $ przy płatności PayPal (4/20 $) WAŻNY OD 28 MARCA,mar 21.,"['Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",96,0,None
Teatr Capitol - Bilety za 59 zł,mar 21.,"['Bilety i wydarzenia', 'Kultura i rozrywka', 'Pozostałe oferty']",14,0,None
Kod -100$ na zakup drona Hubsan H117S Zino,mar 21.,"['Drony', 'Smart Tech', 'Kultura i rozrywka', 'Pozostałe oferty']",7,0,None
Urodzinowe kupony Aliexpress,mar 21.,['Pozostałe oferty'],90,0,None
Finlandia 1 litr w Lidl podobno ogólnopolska oferta :D,mar 21.,"['Alkohole', 'Napoje', 'Kultura i rozrywka', 'Hity z marketów']",11,0,None
Pralka BOSCH WAE2026FPL,mar 21.,"['Pralki', 'Bosch', 'Myjki wysokociśnieniowe', 'DIY', 'Pielęgnacja ogrodu', 'AGD', 'Ogród', 'Elektronika']",55,0,None
"Whisky single malt Highland Parko 10YO 0,7 Biedronka Ząbki",mar 20.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",52,0,None
"JACK DANIEL’S GENTLEMAN JACK 0,7L",Zaktualizowano mar 20. (Opublikowano mar 1.),['Artykuły spożywcze'],85,0,None
Pilarka ręczna. 1350W. Parkside. Lidl,mar 20.,"['Ogród i majsterkowanie', 'Hity z marketów']",8,0,None
Wyrzynarka akumulatorowa. Parkside. Lidl,mar 20.,"['Ogród i majsterkowanie', 'Hity z marketów']",13,0,None
Kawa ziarnista Tchibo Exclusive 500g @Biedronka,mar 20.,"['Artykuły spożywcze', 'Hity z marketów']",11,0,None
galeriamarek.pl Buty do wody (męskie) FEEWEAR WATER,Zaktualizowano mar 20. (Opublikowano mar 13.),['Moda'],59,0,None
-20% na aplikacje Affinity Photo i Designer,mar 20.,"['MacOS', 'Windows', 'Systemy operacyjne', 'Komputery i tablety', 'Elektronika']",12,0,None
"Kapsułki do zmywarki Finish Quantum Max 100 sztuk (0,50zł za 1) @ Biedronka",mar 20.,"['Zmywarki', 'AGD', 'Ogród i majsterkowanie', 'Hity z marketów']",17,0,None
-40zł dla kierowców Ubera i Bolt (Taxify),mar 20.,"['Transport miejska', 'Podróże']",26,0,None
Stojak rowerowy Aldi,mar 20.,"['Rowery', 'Sporty rowerowe i miejskie', 'Sport i turystyka', 'Pozostałe oferty', 'Hity z marketów']",38,0,None
Ryzen 5 2600 za 639zł jeśli kupisz razem z płytą MSI! Również inne procki AMD,mar 20.,"['Procesory', 'Podzespoły komputerowe', 'Kultura i rozrywka', 'Komputery i tablety']",43,0,None
latarka Convoy S11 XHP 50.2,mar 19.,"['Latarki', 'Camping', 'Ogród i majsterkowanie']",60,0,None
Zegarek Edox Chronoffshore-1 Automatic,mar 19.,"['Zegarki', 'Akcesoria modowe', 'Moda']",9,0,None
Karma Gourmet 8X85g Biedronka,mar 19.,"['Artykuły dla zwierząt', 'Błąd cenowy', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",19,0,None
Convoy S9 w dwóch wersjach,mar 19.,"['Latarki', 'Camping', 'Smartfony Samsunga', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",33,0,None
Olej rzepakowy 1l Lidl,mar 19.,"['Artykuły spożywcze', 'Hity z marketów']",34,0,None
"Wódka Ogiński 0,7l Biedronka",mar 19.,"['Alkohole', 'Piwo', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",13,0,None
Wiertarkowkrętarka Hyundai Specialist 20V 2Ah 55Nm 2000obr/min + 2 akumulatory i ładowarka + walizka @ OBI,mar 18.,"['Walizki', 'Bagaż', 'Pojazdy', 'Akcesoria modowe', 'Ogród i majsterkowanie']",17,0,None
Desperados cena za 3 sztuki @Tesco,mar 18.,"['Piwo', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",10,0,None
Przecena świetnych słuchawek Sony WH-ch700,mar 18.,"['Słuchawki', 'Audio i HiFi', 'Kultura i rozrywka', 'Telefony i smartfony', 'Elektronika']",27,0,None
Kupony do McDonald's 18/03-1/04/2019,mar 18.,"['Restauracje', 'Artykuły spożywcze']",71,0,None
"Kamera samochodowa, rejestrator jazdy LAMAX C9",mar 18.,"['Wideorejestratory', 'Akcesoria samochodowe', 'Podróże', 'Pozostałe oferty', 'Telefony i smartfony', 'Elektronika']",2,0,None
"Pepsi Cola, 0,5 l ŻABKA",mar 17.,"['Napoje', 'Artykuły spożywcze', 'Hity z marketów']",7,0,None
Sherlock S2 - drzwi otwierane pilotem i smartfonem,mar 16.,['Ogród i majsterkowanie'],66,445,AliExpress
"Pierś z kurczaka 9,99zł/kg z kartą Moja Biedronka",mar 16.,"['Produkty mięsne', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",31,0,None
Buty Męskie ADIDAS TERREX AX2R BETA CW lub Adidas Terrex AX2R GTX,mar 16.,"['Buty adidas', 'Obuwie', 'Moda']",52,0,None
"Supercena: Oliwa z oliwek 100% grecka oryginalna 0,5L @Biedronka",mar 16.,"['Artykuły spożywcze', 'Hity z marketów']",18,0,None
"Wódka Toruńska 0,5 L",mar 16.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",13,0,None
Toaletka na kosmetyki 130zł tańsza niż w Ikea,mar 16.,"['Prezentowe inspiracje', 'Meble', 'Inteligentny dom', 'Akcesoria dla domu', 'Uroda', 'Ogród i majsterkowanie', 'Pozostałe oferty']",16,0,None
Darmowe próbki pieluszek Pampers,mar 16.,"['Pieluchy', 'Dziecko', 'Pielęgnacja dzieci', 'Za darmo', 'Zdrowie i uroda', 'Rodzina i dzieci', 'Pozostałe oferty', 'Hity z marketów']",65,0,None
Świeża Włoska Kawa Ziarnista Pellini Vivace 1kg Lidl,mar 16.,['Artykuły spożywcze'],39,0,None
Polędwiczki z kurczaka Szam amm Konspol 200g Żabka 16.20/kg,mar 16.,"['Artykuły spożywcze', 'Hity z marketów']",12,0,None
Piwo Miłosław Pilzner i Blond Ale @ biedronka,mar 16.,"['Grill', 'Piwo', 'Ogród', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",29,0,None
Dodatkowe 20 minut darmowej jazdy hulajami Hive - na razie tylko Warszawa,mar 16.,['Podróże'],54,0,None
Kawa i herbata dla Klubowiczów za 1 zł – przez cały tydzień,mar 15.,['Artykuły spożywcze'],31,0,None
WERSJA CN Oczyszczacz powietrza Xiaomi Air Purifier 2S,mar 15.,"['Laptopy', 'AGD', 'Xiaomi', 'Ogród i majsterkowanie', 'Komputery i tablety', 'Elektronika']",38,0,None
"Whisky Bell's 0,7 w Biedronce",mar 15.,"['Alkohole', 'Napoje', 'Pozostałe oferty', 'Artykuły spożywcze']",15,0,None
25 min darmowej jazdy hulajnogami Hive w Warszawie @ Hive,mar 15.,['Podróże'],61,0,None
Xiaomi MiBand 3 z Aliexpress wersja chińska po kursie Revolut,mar 15.,"['Opaski fitness', 'Wearable', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",44,0,None
Gentleman Jack 0.7l Lidl Łańcut,mar 14.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",13,0,None
Samsung Gear S3 Frontier,Zaktualizowano mar 14. (Opublikowano sty 26.),"['Smartwatche', 'Wearable', 'Telefony i smartfony', 'Moda']",109,0,None
Suszarka do ubrań Vileda Infinity (Auchan Kołobrzeska Gdańsk),mar 14.,"['AGD', 'Ogród i majsterkowanie', 'Hity z marketów']",13,0,None
Soundbar BlitzWolf BW-SDB2 60W. Banggood,mar 14.,"['Audio i HiFi', 'Ogród i majsterkowanie', 'Gaming', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",30,0,None
"Plak w Auchan, różne zapachy",mar 14.,"['Pozostałe oferty', 'Hity z marketów']",8,0,None
Playstation Plus 12 miesięcy w mediaexpert,mar 14.,"['PlayStation 3', 'Playstation Store', 'PlayStation', 'Gry Playstation', 'PlayStation 4', 'Gry wideo', 'Gaming']",71,0,None
Lecton dostęp do audiobooków na 90 dni (możliwe 150!) dla posiadaczy karty @ Multisport,mar 13.,['Kultura i rozrywka'],27,0,None
Kupon 40 zł od Klub MediaMarkt (MWZ 240 zł),mar 13.,['Elektronika'],9,0,None
Olej silnikowy PMO,mar 13.,['Pozostałe oferty'],34,0,None
Druga pizza za 1 zł (+ inne promocje przy zamówieniu na wynos) @ Pizza Hut,Zaktualizowano mar 13. (Opublikowano mar 7.),"['Usługi i subskrypcje', 'Restauracje', 'Jedzenie', 'Pozostałe oferty']",39,0,None
"Mleko bebilon 2,3,4   1200g Kaufland",mar 13.,"['Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci', 'Artykuły spożywcze', 'Hity z marketów']",8,0,None
"Kod rabatowy 50% na 1 film z oferty chili.tv VOD np. Kler 3,95zł",mar 13.,"['Streaming', 'Kultura i rozrywka']",12,0,None
"Komplet 24 szt. sztućców w pudełku Amefa Austin
1410, Inox, w Auchan",mar 13.,"['Pozostałe oferty', 'Hity z marketów', 'Elektronika']",2,0,None
Whisky Ballantine's 1L - Biedronka,mar 13.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",41,0,None
Zalando rabat 20% na dział beauty,mar 13.,"['Odzież', 'Moda']",9,0,None
"Czarne sztućce ze stali nierdzewnej dla 6 osób Altom Design Galaxy Black (24 sztuki), Auchan",mar 13.,"['Ogród i majsterkowanie', 'Hity z marketów', 'Elektronika']",22,0,None
Słuchawki i10 TWS Bluetooth 5.0,mar 12.,"['Słuchawki', 'Audio i HiFi', 'Kultura i rozrywka']",21,0,None
Butelka Dafi z filtrem 0.5l carrefour oferta zbiorcza 0.3l 0.5l 0.7l,mar 12.,"['Pielęgnacja dzieci', 'Rodzina i dzieci', 'Pozostałe oferty', 'Hity z marketów']",14,0,None
"WIERTARKO-WKRĘTARKA RYOBI RCD18-242S 18 V 2,0 AH + 4,0 AH",mar 12.,['Ogród i majsterkowanie'],15,0,None
Transmiter FM Baseus TM01 2-PORT USB CAR CHARGER + TRANSMITER FM Czarny,mar 12.,"['Ładowarki samochodowe', 'Akcesoria samochodowe', 'Elektronika']",37,0,None
"Kubełek Best of dla 1 osoby za 9,95zł",mar 12.,"['Restauracje', 'Artykuły spożywcze']",15,0,None
Żelazko parowe Tefal Ultragliss Smart Protect FV4971 @ Carrefour,Zaktualizowano mar 12. (Opublikowano mar 8.),"['Żelazka', 'AGD', 'Hity z marketów', 'Elektronika']",9,0,None
ROCKRIDER XC 500,mar 11.,"['Rowery', 'Sporty rowerowe i miejskie', 'Sport i turystyka', 'Zdrowie i uroda', 'Pozostałe oferty']",28,0,None
"Kapsułki wspomagające dla mężczyzn Love Sensation Tesco, Ustroń",mar 11.,"['Zdrowie i uroda', 'Hity z marketów']",40,0,None
Wódka BELUGA Transatlantic Racing 0.7l TESCO,mar 11.,"['Alkohole', 'Napoje', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",25,0,None
"-50% wódka AMUNDSEN 0,7 @ Tesco (Warszawa, Górczewska)",mar 11.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",92,0,None
Lauders Whisky 1.75l Tesco,mar 11.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",53,0,None
"Walizki z poliwęglanu Lidl TopMove 3 rozmiary, 2 kolory",mar 11.,"['Walizki', 'Bagaż', 'Akcesoria modowe', 'Podróże', 'Hity z marketów']",9,0,None
Pasek Peak Design Leash - Zamiennik bardzo dobrej jakości,mar 11.,['Elektronika'],36,0,None
Pioneer SE-MJ553BT-K - bezprzewodowe słuchawki nauszne @ Biedronka,Zaktualizowano mar 11. (Opublikowano mar 7.),"['Słuchawki', 'Audio i HiFi', 'Telefony i smartfony', 'Hity z marketów', 'Elektronika']",105,0,None
"Odtwarzacz Blu-Ray Sony UBP-X500 - 4K Ultra HD, Dolby Atmos amazon.de",mar 10.,"['Filmy i seriale', 'Elektronika']",75,0,None
Oscyloskop cyfrowy Siglent SDS1104X-E 100MHz 4kanały,mar 10.,['Elektronika'],18,0,None
15% zniżki na Mandel Store oraz Hibou,mar 10.,"['Odzież', 'Moda']",1,0,None
Bokserki męskie HEAD (Biedronka),mar 10.,"['Hity z marketów', 'Moda']",13,0,None
Potreningu.pl - 25% rabatu na plan treningowy + dieta,mar 10.,"['Usługi zdrowotne', 'Fitness i bieganie', 'Sport i turystyka', 'Zdrowie i uroda']",3,0,None
Farba lateksowa Dekoral 12L,mar 9.,"['Akcesoria dla domu', 'Ogród i majsterkowanie']",37,0,None
15 zł na pyszne pl,mar 9.,"['Restauracje', 'Artykuły spożywcze']",32,0,None
"Wódka Husaria 0,7 + 2 kieliszki, TESCO aktualizacja 11.03",mar 9.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",15,0,None
Wiertarkowkrętarka akumulatorowa DeWalt 10.8 V w Lidlu,mar 9.,"['Ogród i majsterkowanie', 'Pozostałe oferty']",8,0,None
Odkurzacz akumulatorowy Xiaomi jimmy JV71 @Banggood (EU priority line),mar 9.,"['Odkurzacze', 'AGD', 'Xiaomi', 'Elektronika']",17,0,None
150 zł w prezencie daje Amica za zakup kuchenki gaz.-el. lub indukcyjnej (środki na kartę Sodexo),mar 9.,"['Prąd i ogrzewanie', 'Oferty komórkowe', 'Pozostałe oferty', 'Elektronika']",26,0,None
"This War of Mine na iOS/Android za 13,99pln/14,99pln",mar 9.,"['iOS', 'Oprogramowanie', 'Systemy operacyjne', 'Gaming']",17,0,None
Wkrętarka Parkside 18V z akumulatorem 2Ah,mar 8.,['Ogród i majsterkowanie'],149,0,None
Aliexpress kupon 5$/25$ (na wszystko),mar 8.,['Pozostałe oferty'],160,0,None
Elektryczna szczoteczka do zębów Nevadent + 4 końcówki Lidl,mar 8.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Zdrowie i uroda', 'Hity z marketów']",2,0,None
Sklep Anwen 20% zniżki na wszystko,mar 8.,['Zdrowie i uroda'],2,0,None
-20zł na Ceneo,mar 8.,['Pozostałe oferty'],51,0,None
+8000 punktów (80zł) PAYBACK za nową umowę w NJU Mobile,mar 8.,"['Oferty komórkowe', 'Telefony i smartfony', 'Elektronika']",148,0,None
Telewizor OLED 4K Philips 55OLED803/12  4999 zł,mar 7.,"['TV', 'TV i wideo', 'Elektronika']",50,0,None
Nowe Lay's Mediterranean na oliwie z oliwek (100g) @Top Market,mar 7.,['Artykuły spożywcze'],30,0,None
McDonald's duży shake - 4zł,mar 7.,"['Restauracje', 'Artykuły spożywcze']",10,0,None
Akumulatorowo -sieciowy trymer do włosów i brody w Rossmannie.,mar 7.,['Zdrowie i uroda'],15,0,None
Rower CX |  Sensa Fermo SL 105  2019,mar 7.,"['Rowery', 'Sporty rowerowe i miejskie', 'Sport i turystyka', 'Pozostałe oferty']",30,0,None
Pieluchy pampers active baby biedronka rozm. 3-6,mar 7.,"['Pieluchy', 'Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci', 'Hity z marketów']",19,0,None
Cubus Lublin felicity likwidacja sklepu,mar 7.,"['Odzież', 'Moda']",30,0,None
Biedronka - Wybrane wina drugie taka sama butelka 50% taniej,mar 7.,"['Pielęgnacja dzieci', 'Kultura i rozrywka', 'Artykuły spożywcze', 'Hity z marketów']",56,0,None
"Kaufland woda niegazowana Żywiec Zdrój 0,7 l",mar 7.,"['Piwo', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",14,0,None
Mąka cena przy zakupie 2 szt. W Biedronce,mar 7.,['Artykuły spożywcze'],26,0,None
[Łódź] Kod promocyjny 3 x 15 zł na trzy pierwsze zamówienia w UBER EATS,mar 7.,['Artykuły spożywcze'],10,0,None
Gaśnica samochodowa proszkowa 1kg [KAUFLAND],mar 7.,['Pozostałe oferty'],50,0,None
Saturator SodaStream Spirit + 3 butelki 4 szklanki,mar 7.,"['Ogród i majsterkowanie', 'Artykuły spożywcze', 'Elektronika']",34,0,None
10 PLN od PaySafeCard do wykorzystania w Google Play na pierwszy zakup!,mar 6.,"['Android', 'Oprogramowanie', 'Oferty komórkowe', 'Systemy operacyjne', 'Telefony i smartfony', 'Elektronika']",8,0,None
"Lidl - mąka pszenna 0,89/1kg przy zakupie 2kg",mar 6.,"['Artykuły spożywcze', 'Hity z marketów']",39,0,None
Słuchawki Huawei Bluetooth Sport AM61 Red,mar 6.,"['Sport i turystyka', 'Słuchawki', 'Audio i HiFi', 'Pozostałe oferty', 'Telefony i smartfony', 'Elektronika']",23,0,None
"Odżywki, szampony do włosów Freshlight Schwarzkopf 300 ml, różne rodzaje, Auchan",mar 5.,"['Zdrowie i uroda', 'Hity z marketów']",2,0,None
Łomża piwo jasne 8 x 0.5l puszka Kaufland,mar 5.,"['Grill', 'Piwo', 'Ogród', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",6,0,None
"Termometr zewnętrzny Grundig z przyssawką,  sklep action",mar 5.,"['Zdrowie', 'Ogród i majsterkowanie', 'Elektronika']",29,0,None
Deezer Hi-Fi (format FLAC) na miesiąc za darmo.,mar 5.,"['Streaming', 'Audio i HiFi', 'Za darmo', 'Kultura i rozrywka', 'Telefony i smartfony', 'Komputery i tablety']",79,0,None
Monocykl elektryczny Xiaomi Ninebot C+,mar 5.,"['Xiaomi', 'Telefony i smartfony', 'Elektronika']",22,0,None
Whisky Islay Mist 12yo 107.99zł,mar 5.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",31,0,None
Desperados 580ml cena przy zakupie 3 szt. @ Biedronka,mar 5.,"['Piwo', 'Napoje', 'Artykuły spożywcze']",15,0,None
Dysk SSD Apacer AS350 PANTHER - 256 GB,mar 5.,"['SSD', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",7,0,None
Lidl - Lody Haagen-Dazs,mar 5.,"['Słodycze', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",12,0,None
Yeelight Xiaomi Lampa Ambience Candela  YLFW01YL,mar 5.,"['Oświetlenie', 'Inteligentny dom', 'Akcesoria dla domu', 'Xiaomi', 'Ogród i majsterkowanie']",29,0,None
"Odkurzacz Xiaomi Dream V9, preorder 168,45$",mar 5.,"['Xiaomi odkurzacze', 'Odkurzacze', 'AGD', 'Xiaomi', 'Elektronika']",101,0,None
W Rossmannie Pampers Premium Care 2 80szt.,mar 5.,"['Pieluchy', 'Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci']",28,0,None
"Jameson Black 89, zwykły 59 w Carrefour",mar 5.,"['Alkohole', 'Napoje', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",6,0,None
"Whisky Hibiki Japanese Harmony 0,7l 221 zł Auchan",mar 4.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",38,0,None
Huawei Honor Magic Smart Watch z Polski,mar 4.,"['Smartfony Huawei', 'Smartwatche', 'Wearable', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",9,0,None
Piwo Lech Pils w Biedronce przy zakupie 8szt.,mar 4.,"['Grill', 'Piwo', 'Ogród', 'Napoje', 'Artykuły spożywcze']",19,0,None
PS+ Playstation Plus 1 rok - 365 dni + 90 dni gratis = 450 dni,mar 4.,"['PlayStation', 'Gaming']",41,0,None
głośnik LG WK7 Thinq,mar 4.,"['Głośniki', 'Audio i HiFi', 'Telefony i smartfony', 'Elektronika']",24,0,None
Janusz Moczywąs i inne piwa,mar 4.,['Artykuły spożywcze'],2,0,None
-15% na hazel,mar 3.,['Moda'],9,0,None
Razer Deathadder Expert/Essential Gorący Strzał x-kom,mar 3.,"['Razer DeathAdder', 'Akcesoria dla graczy PC', 'Myszki gamingowe', 'Akcesoria dla graczy', 'Pozostałe oferty', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",30,0,None
Wyprzedaż - chusty do noszenia dzieci Little Frog,mar 3.,"['Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci']",24,0,None
Wyprzedaż produktów z kat. Tekstylia (od 21.02) @ Biedronka,Zaktualizowano mar 3. (Opublikowano lut 16.),"['Zdrowie i uroda', 'Rodzina i dzieci', 'Hity z marketów', 'Moda']",359,0,None
"Urządzenie do waty cukrowej Łucznik AM 6214A, Auchan",mar 2.,"['Rodzina i dzieci', 'Pozostałe oferty', 'Hity z marketów', 'Elektronika']",46,0,None
"Fotopułapka DENVER WCM-8010 z funkcją MMS, SMS",mar 2.,"['Kultura i rozrywka', 'Komputery i tablety', 'Elektronika']",23,0,None
Vinotti MEBLE -50%,mar 2.,"['Meble', 'Ogród i majsterkowanie']",16,0,None
Ręcznik papierowy queen milla.  2.99 przy zakupie dwóch. Biedronka od 4.03,Zaktualizowano mar 2. (Opublikowano lut 3.),"['Podróże', 'Rodzina i dzieci', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Artykuły spożywcze']",19,0,None
"2L Pepsi, Mountain Dew, Mirinda lub 7Up (1,25zł/L) @ Kaufland",Zaktualizowano mar 2. (Opublikowano gru 11. 2018),"['Napoje', 'Artykuły spożywcze', 'Hity z marketów']",57,0,None
